edad,ingreso_anual,deuda_total,historial_crediticio,num_prestamos_activos,ratio_deuda_ingreso,num_retrasos_12m,empleo_estable,tipo_vivienda,num_tarjetas_credito,consultas_crediticias_6m,estado_civil,riesgo_alto
68,71518.11693100294,26034.505665713572,18,3,0.3000648283991558,1,No,Alquiler,4,4,Soltero,0
28,15000.0,32714.66085174204,0,1,0.1599083651067245,1,Si,Propia,3,3,Soltero,1
40,54255.05123733413,48578.50121283693,15,4,0.46266628824865313,1,Si,Alquiler,3,1,Casado,0
43,73883.09505310639,34499.016888783066,10,1,0.42723955414114023,2,Si,Alquiler,8,2,Casado,0
51,58106.46990087992,18570.98790691497,21,0,0.2707980674032735,2,Si,Propia,5,4,Soltero,0
63,106956.07676455688,49323.426118953095,3,6,0.5048176155800738,1,Si,Hipoteca,1,3,Soltero,0
51,15000.0,37615.11691495866,17,1,0.7161058523760241,2,Si,Propia,1,1,Casado,1
46,47928.48318660211,60913.47451173322,22,4,0.40293986969841145,4,No,Alquiler,3,2,Divorciado,1
21,50436.386631316396,31745.54937904432,25,3,0.3505526023255987,2,Si,Hipoteca,7,2,Casado,0
34,16397.42959543966,9253.425724605608,28,5,0.2078729780137063,2,Si,Hipoteca,3,1,Casado,0
52,21156.68023189286,53539.58727096973,27,3,0.368180844657264,2,Si,Alquiler,5,3,Casado,0
30,28871.784729335,18464.200730734956,28,6,0.3161202271454229,0,No,Alquiler,4,6,Soltero,1
58,22508.817648768443,35908.48254001524,4,4,0.1906925295110191,2,No,Propia,2,2,Casado,1
56,47300.1337459033,33714.33378737929,21,3,0.4902490794066764,1,No,Propia,5,2,Casado,0
32,34925.87749619601,30912.58659975728,5,1,0.454679628418504,1,Si,Alquiler,4,3,Soltero,0
72,57947.70960239188,26603.60055645602,29,1,0.4152791322108556,1,No,Alquiler,4,1,Divorciado,0
46,66235.76165507657,0.0,24,4,0.32755751375785613,1,Si,Hipoteca,0,0,Soltero,0
46,64544.47399297223,9957.921507391387,27,2,0.584287506439243,0,Si,Propia,1,0,Soltero,0
28,39746.8438703811,52442.64644460952,1,2,0.04993914123598936,0,Si,Alquiler,2,2,Soltero,0
69,57111.89073661181,38576.0143554852,11,3,0.05937881798797212,0,Si,Alquiler,6,3,Casado,0
49,75878.22290441833,68185.94101252926,21,2,0.4450964322945493,0,Si,Hipoteca,3,0,Casado,0
19,61139.114531937244,9245.903559310493,8,1,0.6528766907491721,1,Si,Hipoteca,5,4,Soltero,0
64,96474.4423610855,29386.877892951245,27,2,0.42410411997084113,1,Si,Hipoteca,2,1,Casado,0
31,74554.47466916719,53263.87037922754,19,3,0.42541977560337074,1,No,Alquiler,6,0,Soltero,0
37,92960.17681621155,18683.529792926434,28,3,0.19055761566917814,2,Si,Propia,2,3,Casado,0
39,15000.0,20292.6591177816,11,2,0.0,2,Si,Propia,4,2,Soltero,1
28,52416.9030285058,24133.202707225253,28,1,0.20507316839481327,0,No,Alquiler,4,2,Soltero,0
44,41901.687476194544,21093.044100068983,12,2,0.5288561860545827,3,Si,Alquiler,6,2,Casado,1
20,46875.50674214462,40635.94796961245,26,3,0.08549783481982981,0,Si,Hipoteca,2,2,Soltero,0
34,29876.014497396518,0.0,21,3,0.22962954773924935,2,Si,Propia,2,2,Soltero,0
61,59904.98500960449,62854.51814795932,22,3,0.08676445823150791,1,Si,Hipoteca,6,2,Soltero,0
73,15000.0,10806.733468891121,16,4,0.21895768197005777,0,Si,Propia,3,1,Soltero,0
45,60085.921571782266,0.0,4,2,0.6279909514890316,2,No,Propia,4,2,Soltero,0
46,30707.21949548649,29795.21204365551,19,3,0.2788148618801794,2,Si,Propia,3,5,Casado,0
38,37490.34774698915,22451.980718930346,12,0,0.5828722423755945,1,No,Alquiler,4,0,Soltero,1
64,60962.54423914344,26440.405023347743,28,2,0.2837940511810876,0,Si,Hipoteca,3,1,Casado,0
33,51969.443196658336,36251.53150671128,12,2,0.6882417598547754,1,No,Propia,3,0,Casado,0
54,76348.02278516135,42896.825791084506,9,3,0.4698105662480785,2,Si,Alquiler,3,6,Soltero,0
37,25762.412353850264,63733.027073357945,14,1,0.3078516170732353,0,Si,Hipoteca,4,3,Divorciado,1
23,47982.35869457181,16197.183249022108,14,1,0.36763302159227346,0,Si,Propia,0,3,Soltero,0
36,72219.32792527878,45485.8211632872,17,1,0.11169113189937341,4,Si,Propia,4,1,Soltero,1
74,59029.993593784966,44178.72902137434,17,4,0.29779527037144415,0,Si,Alquiler,1,1,Casado,0
22,60639.85633656991,0.0,1,2,0.6841134992108924,0,Si,Propia,4,3,Soltero,1
20,77701.07145958085,13336.111949282531,22,2,0.47186164931364427,2,Si,Alquiler,3,3,Casado,0
18,39843.9387782618,4260.388714384775,10,3,0.0,1,Si,Propia,5,2,Soltero,0
55,34579.228071943224,38957.85717115848,12,0,0.365783144804275,0,Si,Hipoteca,5,1,Casado,0
32,64397.6109233084,36756.51831863977,10,3,0.43361193865938574,0,No,Alquiler,4,0,Soltero,0
51,46264.21284972277,37158.55399969765,3,2,0.5501135293215652,0,No,Alquiler,1,0,Casado,1
52,78055.08919244289,23888.15464971168,14,1,0.3250297358419083,0,Si,Alquiler,0,4,Soltero,0
66,59244.335927876404,25904.868818396913,21,3,0.3759903620096289,1,No,Hipoteca,3,2,Casado,0
42,34416.232992743455,29428.38496777854,22,2,0.6065489115254217,1,Si,Hipoteca,3,0,Casado,1
41,58459.600670278545,21977.73457474141,24,2,0.3513496297575355,2,No,Propia,6,3,Soltero,0
29,27432.508394436667,45543.64544209646,10,1,0.2542603039136986,1,Si,Hipoteca,2,5,Soltero,1
35,73673.2117089264,8606.727479750665,17,1,0.5671479263710953,0,Si,Alquiler,5,1,Soltero,0
32,15071.192336296204,14363.722732823533,15,1,0.5708847327423267,1,No,Hipoteca,4,3,Casado,1
61,80551.63185490463,32426.38464513115,9,2,0.0,0,No,Hipoteca,1,2,Casado,0
33,58021.91277961443,22641.41563710082,11,1,0.4517873292860096,2,No,Propia,0,3,Soltero,0
44,45885.975759433146,7824.3684117897865,12,4,0.19852485737384057,1,Si,Alquiler,4,2,Casado,0
25,69083.35377334691,40638.50642737707,8,3,0.47998226495030605,0,Si,Hipoteca,4,3,Soltero,0
63,62783.16610405887,18554.252548113953,26,0,0.5905171977837398,0,Si,Hipoteca,1,2,Casado,0
42,83259.54214145151,13105.580584641848,20,3,0.5238490672764832,1,No,Alquiler,4,3,Casado,1
34,83026.54345883668,26512.405851921987,12,1,0.5435889350995244,1,Si,Alquiler,4,1,Soltero,0
46,58807.26110415716,12135.010049632048,5,2,0.2679283467942536,1,No,Hipoteca,3,1,Soltero,0
70,28205.73279896057,29316.373423390214,5,1,0.3084848839725706,1,No,Hipoteca,6,1,Casado,1
25,36462.27498884397,22806.02328053341,10,4,0.5185376365178952,0,Si,Hipoteca,2,1,Divorciado,0
32,48208.82785470879,19748.397925064797,18,0,0.4141869204763677,1,No,Propia,1,2,Divorciado,0
44,77043.04235987735,19873.328749375483,26,2,0.09131299489458528,2,Si,Hipoteca,3,2,Soltero,0
63,38590.33846656312,49912.303280504886,10,1,0.5782832674822705,1,Si,Propia,3,2,Casado,1
67,40676.48698924659,37384.348225553564,9,1,0.10731860825779566,1,No,Alquiler,2,4,Soltero,1
69,96208.76573168568,0.0,22,1,0.4649527406621869,1,Si,Alquiler,0,0,Casado,0
24,47392.53721555683,47659.7241092358,14,0,0.44145374397275566,1,Si,Hipoteca,0,2,Soltero,0
20,34131.70274333487,40331.1408959967,12,3,0.6363154828161846,1,Si,Propia,2,3,Divorciado,1
46,69416.15070985368,39150.29803690073,22,1,0.3528452462750415,0,Si,Propia,2,1,Casado,0
61,48596.64292601038,47758.21772503503,7,2,0.0,0,Si,Alquiler,3,1,Casado,0
70,15260.020914160865,30300.600738215937,4,2,0.42865884488142203,1,Si,Alquiler,5,0,Casado,1
41,76022.85207018434,42401.67363223913,1,2,0.46652044583255803,1,Si,Hipoteca,1,0,Soltero,0
20,31324.016982518133,20710.56120287308,15,1,0.6147248623699267,1,No,Hipoteca,4,3,Casado,0
37,51089.6399597394,46951.60636418355,12,1,0.29441905816939995,1,Si,Hipoteca,3,2,Soltero,0
63,48296.52215531609,34362.27110081113,18,3,0.5406389780536011,1,Si,Hipoteca,6,1,Casado,0
32,55752.52933674658,2460.7669112821277,8,2,0.5794067333069106,0,Si,Alquiler,4,5,Soltero,0
42,15000.0,50727.69935861089,14,4,0.25356889753052203,2,Si,Alquiler,5,4,Casado,1
47,41622.51303001914,27421.907024592307,5,3,0.46340032982529666,1,Si,Propia,2,4,Soltero,0
31,78120.92650289254,24637.545819643045,7,0,0.10560570376817385,2,Si,Propia,2,2,Soltero,0
24,81636.13799729134,21146.65078713526,23,1,0.5128206457028399,1,Si,Alquiler,5,2,Casado,0
34,25217.74045899197,22612.727621435144,13,3,0.44447737176519336,0,Si,Propia,4,1,Soltero,1
61,73014.9560677954,34592.70630147651,4,2,0.15226076780660783,2,No,Hipoteca,4,2,Casado,0
37,30964.2561393604,10248.40009669396,16,1,0.3206131479128759,0,No,Alquiler,3,1,Soltero,0
53,40636.693515317915,0.0,21,5,0.6169879072873808,0,Si,Hipoteca,3,3,Casado,0
26,41950.39083851871,8710.689218007567,6,1,0.439969676323806,0,Si,Alquiler,3,4,Soltero,0
55,52720.09274263521,37634.357016800706,8,4,0.26344076508108516,2,No,Hipoteca,2,3,Divorciado,0
65,75034.16140727156,26761.23706873477,15,3,0.2464432337296735,0,No,Propia,2,2,Casado,0
74,56614.61340072778,52263.86249153955,17,3,0.6006329563656729,1,Si,Propia,3,3,Soltero,1
39,46846.70599190388,28701.745345099578,27,2,0.30179222725193683,0,No,Propia,3,3,Casado,0
71,74182.78082595539,46850.26216472393,12,4,0.4441229620458893,0,No,Propia,4,3,Casado,0
70,29933.465244157138,16143.707838998167,17,5,0.31740515454721996,0,Si,Hipoteca,5,1,Soltero,0
70,48069.56391330126,21297.155811955614,9,0,0.0,0,Si,Hipoteca,2,5,Divorciado,0
19,74894.53070943822,30190.483158672156,0,1,0.26935265792545304,0,Si,Propia,2,3,Soltero,0
41,63232.65529476432,27060.460359057244,20,1,0.6275929224193514,2,Si,Hipoteca,3,1,Casado,0
25,38342.400563877185,25192.69936734588,17,3,0.8287895628531392,2,Si,Hipoteca,3,2,Divorciado,0
28,15000.0,12557.708949836051,18,1,0.24532587208664805,3,Si,Alquiler,0,3,Soltero,1
30,57771.45476987028,0.0,1,3,0.46666509482490404,1,Si,Alquiler,4,2,Soltero,0
34,15000.0,42620.331439769885,26,1,0.8657493072614374,1,Si,Alquiler,3,1,Casado,1
25,44687.46588272087,40385.20708715423,3,3,0.6401906993676619,0,Si,Alquiler,3,4,Casado,0
38,79473.7099809167,17722.61553852565,10,3,0.15754676928323055,1,No,Hipoteca,0,1,Casado,0
35,64918.96615754624,37577.67575605672,2,2,0.34708292713184186,0,Si,Propia,2,3,Soltero,0
47,15000.0,26671.07981060125,8,1,0.4515365314777238,1,Si,Hipoteca,1,4,Casado,1
35,55011.287608507926,52123.43503584661,9,0,0.6545425224495321,0,Si,Alquiler,4,2,Casado,1
63,42020.752134935145,3754.8081334926246,27,1,0.1593502531539746,1,Si,Hipoteca,4,2,Soltero,0
64,18157.064981863765,27465.47316874492,1,1,0.5548433083636716,0,Si,Propia,3,0,Casado,1
48,58375.53239505256,25869.065311021113,6,5,0.5407133275060945,1,No,Propia,2,4,Casado,0
55,37706.55378023182,33222.31917712355,14,2,0.3392036705032628,0,Si,Hipoteca,6,2,Casado,0
49,37861.64903401256,60742.75621763599,26,1,0.8288295800015973,0,Si,Alquiler,3,3,Soltero,1
28,53101.127960668004,27525.65659723027,29,2,0.2177238779027164,0,Si,Propia,0,0,Soltero,0
62,34352.88672746289,44862.64359716402,18,4,0.47281925754726745,2,Si,Propia,4,1,Soltero,0
42,52393.39584666408,27043.67469848458,9,4,0.4398804697059323,0,Si,Alquiler,6,5,Casado,0
50,35166.87775925165,51418.25886749174,23,0,0.47520140008569667,0,Si,Hipoteca,3,1,Casado,0
55,36538.46348443645,45056.96662400542,19,0,0.6310956877008344,1,Si,Propia,4,2,Divorciado,1
58,74823.2442323882,23333.70010983992,13,2,0.13146571502466775,1,No,Hipoteca,4,3,Casado,0
25,77366.79090950692,21893.97878393314,3,2,0.4317046670863931,0,Si,Propia,1,2,Casado,0
28,15000.0,39739.21278859357,24,2,0.7939064055227708,0,No,Propia,1,3,Casado,1
39,68676.82109616381,16891.87920790785,10,0,0.5596478201651719,2,No,Alquiler,2,1,Casado,0
68,84964.77511565265,33812.65191262422,2,2,0.26782554105420053,3,Si,Hipoteca,3,2,Divorciado,0
41,88934.42043508941,22884.06844140245,22,2,0.23999738192822154,0,No,Hipoteca,3,4,Divorciado,0
58,63009.49314712797,37362.05296313626,16,2,0.5035550817392437,0,Si,Alquiler,2,1,Casado,0
34,23565.053556402567,26779.648486751612,6,1,0.30213740404794287,2,Si,Alquiler,2,2,Soltero,0
29,65749.52100868836,16148.376452190676,25,1,0.37143661309666187,0,No,Propia,3,1,Soltero,0
74,28268.691119602085,52106.138148072234,10,3,0.25130823405445485,2,Si,Alquiler,2,3,Soltero,1
63,41425.87084608365,34791.12474486763,17,1,0.814791396865844,2,Si,Propia,2,1,Casado,1
49,59577.05392612047,28928.292493622786,27,3,0.4692908782988636,0,No,Hipoteca,3,2,Casado,0
32,29881.01633453152,38399.774904416096,13,2,0.4105539299728057,0,Si,Alquiler,4,3,Casado,1
33,21339.99233205539,0.0,13,3,0.07351885278601838,0,No,Alquiler,3,1,Soltero,1
71,61644.33296227058,71803.6964953212,5,1,0.2348969977146066,2,Si,Propia,5,3,Divorciado,0
39,96680.60510780787,30493.755277713168,28,1,0.38781084942718697,2,Si,Alquiler,1,1,Casado,0
45,81080.85826198659,0.0,8,2,0.388050082465776,1,Si,Hipoteca,4,3,Divorciado,0
37,67679.65462625238,53941.89052517913,21,1,0.732178283569861,0,Si,Propia,3,2,Casado,0
50,74479.63588974334,14972.22994634251,2,1,0.4247554997658899,2,Si,Propia,4,0,Soltero,0
27,65942.98742954791,50874.26706552261,16,3,0.6076597230903005,1,Si,Propia,1,2,Casado,0
57,61247.50573523482,32431.34975425298,27,2,0.43585995259148314,2,Si,Hipoteca,3,0,Casado,0
49,72465.44598996617,0.0,11,2,0.5722013024899916,0,No,Hipoteca,3,2,Divorciado,0
67,15790.922698649447,35225.23417210368,3,1,0.06640562345044942,1,Si,Alquiler,2,1,Casado,1
50,54987.13248607283,33754.188962558495,19,5,0.148700322902536,0,Si,Hipoteca,5,4,Casado,0
19,47976.29484390392,53035.429387737466,15,1,0.5847614840234386,0,Si,Propia,2,1,Soltero,0
50,51972.57077861409,40443.27740776835,28,1,0.6993081416462332,2,Si,Alquiler,4,2,Soltero,0
50,38465.69463133026,5211.767058898175,23,7,0.05870828896810565,2,No,Propia,3,1,Casado,0
58,63012.1961193558,50045.38545237026,9,0,0.4024395527101923,1,No,Alquiler,2,2,Soltero,0
30,29551.799757809826,21718.71134399355,25,5,0.10008735648934458,0,No,Alquiler,3,0,Casado,1
47,36653.626765199144,64405.306177098704,29,0,0.2671662168939838,1,No,Propia,4,3,Casado,1
50,33653.00215869749,22904.402252992855,28,1,0.019831208525748045,1,Si,Propia,3,4,Casado,0
30,71598.66593174673,25774.172844134882,6,3,0.3763120250139528,2,Si,Alquiler,4,2,Casado,0
69,49706.91241977017,13561.593348524948,9,1,0.3631024854579396,0,Si,Hipoteca,1,4,Casado,0
43,38479.191505080926,20028.03928651652,6,2,0.36067864013883305,0,No,Hipoteca,3,2,Casado,0
39,40664.257624595484,14741.186333357698,22,3,0.3414690709151997,0,Si,Alquiler,6,4,Casado,0
56,50097.015417010174,53528.97650732544,27,1,0.526982180075099,1,Si,Propia,5,1,Soltero,1
19,90554.37297174634,3369.8340089109442,17,2,0.7428921629274611,2,Si,Propia,2,1,Soltero,0
55,19086.9915913332,46091.59271475284,8,1,0.15824660692507983,1,No,Propia,4,1,Casado,1
56,66887.74994199464,46573.202430354635,21,4,0.23189834189962985,6,Si,Alquiler,3,0,Casado,1
43,61796.55845077519,57550.95045893149,17,4,0.42587896997672153,0,Si,Alquiler,2,0,Divorciado,0
63,27925.865038830605,30875.230568798703,16,2,0.34639386441661546,3,Si,Propia,5,2,Casado,1
67,86671.83225386716,9466.124838514337,10,1,0.3366758521913721,2,No,Alquiler,3,3,Casado,0
32,63482.01127201691,26564.839052800762,0,2,0.1375138067531349,0,Si,Propia,2,3,Casado,0
51,37306.66741925608,41893.970599616245,16,1,0.30885385625295453,1,Si,Hipoteca,1,0,Casado,0
59,15000.0,31694.59877000276,3,2,0.3108563213486115,0,No,Hipoteca,1,4,Casado,1
72,55728.67086247781,37334.55504371626,3,0,0.44376179196219884,1,No,Hipoteca,2,3,Casado,0
61,48881.36038110042,57305.72271782733,13,5,0.21850760583818707,1,Si,Alquiler,6,4,Soltero,0
66,24232.176718347022,41640.06708857232,27,0,0.5784723287195195,0,Si,Propia,1,5,Casado,1
57,23909.63974660908,33968.83057061711,8,5,0.14705947786419948,3,No,Alquiler,2,1,Casado,1
28,71712.74667798763,0.0,12,1,0.7108364764568376,2,Si,Alquiler,2,2,Soltero,0
20,15000.0,14322.988306905658,27,1,0.23645487501848075,2,No,Propia,4,3,Casado,1
23,57857.068876825906,21906.49763611623,27,2,0.6884562177763521,2,No,Hipoteca,4,2,Casado,0
26,45314.07561722846,0.0,15,4,0.2500179136526134,0,No,Alquiler,1,2,Soltero,0
23,62428.87070883598,7814.628270656656,0,0,0.566114360353059,2,Si,Propia,4,0,Casado,1
26,42642.374753494965,24630.948776064717,2,1,0.3270301018566379,2,Si,Hipoteca,2,4,Casado,0
56,57331.874131507866,27885.639505978055,18,1,0.4161177134486715,1,Si,Alquiler,2,0,Soltero,0
48,31430.62888678227,40116.20531287319,7,2,0.520367245610326,0,No,Hipoteca,3,1,Casado,1
49,48769.87709566579,25894.148118972138,17,2,0.33328756997296394,1,Si,Propia,0,1,Casado,0
58,62227.09695376857,34960.8128579161,5,4,0.019333965407535902,1,Si,Propia,3,3,Divorciado,0
67,53771.796781886755,21644.211018418693,26,0,0.2728041504631341,0,Si,Alquiler,4,1,Casado,0
29,59507.67106003861,30840.2645910695,19,1,0.29889601001725397,0,No,Alquiler,3,3,Soltero,0
25,26801.96751370883,39019.45621503415,28,3,0.7457055603151106,2,Si,Hipoteca,3,0,Soltero,1
25,35233.1359528787,59452.605013261156,25,1,0.39055749020411484,1,No,Alquiler,4,1,Casado,1
67,35666.50401960137,19707.14383797574,5,2,0.43412187004001973,0,No,Propia,2,2,Soltero,0
45,43087.75611033118,32883.63983017858,28,2,0.3768762971356854,0,Si,Hipoteca,2,1,Casado,0
37,83964.57174044571,47382.55074436388,4,1,0.4435844318413261,0,Si,Hipoteca,1,3,Casado,0
64,41145.53111160747,1208.1278433956577,11,3,0.15244445123705264,0,Si,Propia,0,2,Soltero,0
24,21411.01350586249,69956.52250054262,8,1,0.2625900118899255,1,Si,Alquiler,6,6,Casado,1
28,63541.14219626481,53580.61505183895,8,1,0.5325062601307948,2,Si,Propia,4,1,Casado,1
37,83666.08578586203,0.0,16,1,0.35535846033446056,1,Si,Propia,1,2,Casado,0
33,18469.70370369227,37427.6368320688,18,1,0.3797397677312482,5,Si,Hipoteca,3,0,Divorciado,1
21,99320.26886795225,18710.93132271769,16,4,0.39596154785764764,1,No,Hipoteca,2,1,Casado,0
23,60379.4150580768,22053.039361637777,21,1,0.5376182811368622,0,Si,Alquiler,2,2,Casado,0
39,75847.26972670977,37010.029936442086,15,3,0.27183380953333025,0,Si,Hipoteca,4,3,Casado,0
43,86676.79087608287,51007.99071748878,11,3,0.41998486907693766,1,Si,Propia,3,0,Soltero,0
20,74315.44106769355,20682.541156534295,2,1,0.0,0,Si,Propia,2,3,Divorciado,0
58,47236.61007480795,20951.03588432786,13,3,0.07763199476512483,0,No,Propia,4,2,Casado,0
59,80442.45360478538,37443.33524732217,16,1,0.35026659585351727,1,Si,Hipoteca,3,1,Soltero,0
31,56364.994246772985,41439.126439449996,21,4,0.1789503813470754,2,No,Hipoteca,2,3,Divorciado,0
28,77262.118122691,9857.372563918387,15,1,0.5966539063845162,0,Si,Alquiler,2,3,Casado,0
35,79996.88709451708,64473.458033839095,20,1,0.18637869409648633,0,No,Hipoteca,4,2,Casado,0
71,22727.585250680786,17133.71345680357,11,1,0.37444387129415774,1,No,Hipoteca,1,1,Divorciado,0
29,69857.52829942516,49293.48479372841,27,1,0.5604856282255986,0,Si,Propia,3,4,Casado,0
40,45452.70203716571,39034.09299781354,23,4,0.49865443152076694,1,Si,Propia,2,1,Casado,0
29,53454.76591960037,42126.478440165745,29,4,0.2910531957972845,1,Si,Propia,3,2,Soltero,0
30,53177.31872106994,17520.971675174642,1,2,0.3220218001791354,2,No,Alquiler,2,2,Casado,0
42,52174.25543938395,0.0,7,3,0.4949372868010633,0,No,Propia,4,2,Casado,0
62,88088.13280572597,29571.97004181604,11,0,0.5613770358119898,0,Si,Alquiler,2,1,Casado,0
68,15838.809327648414,29654.39727877408,20,2,0.6993870386704473,2,Si,Hipoteca,4,4,Soltero,1
36,15000.0,10839.56184629424,15,1,0.5610402713744155,0,No,Alquiler,3,1,Casado,1
72,15000.0,48358.863831242226,7,6,0.5370761235787533,0,Si,Hipoteca,2,4,Divorciado,1
63,76728.60659839783,28969.41123627119,27,1,0.4685215084693475,0,Si,Alquiler,4,1,Soltero,0
53,30664.062703308504,13818.546761150956,15,2,0.4241717617952745,0,Si,Propia,3,4,Soltero,0
62,53304.66173787216,41701.42688768163,9,0,0.32581794338779657,0,No,Alquiler,2,2,Casado,0
25,47132.07189688552,42232.4000222542,19,1,0.49969084132568053,0,No,Propia,4,0,Casado,0
46,27840.621484000498,15673.041217281992,14,1,0.35270972747846363,1,Si,Propia,3,2,Casado,0
72,71286.93093889247,54667.83864818762,3,1,0.5392967468961033,0,Si,Propia,3,2,Soltero,0
70,46813.42579456539,74864.8792646071,25,3,0.5444711724789904,0,Si,Alquiler,1,2,Divorciado,1
72,44056.623074040384,8199.390090527082,14,2,0.4940453926370079,1,Si,Hipoteca,3,3,Casado,0
49,55821.78269350628,26326.120672468143,3,3,0.27554556361630755,0,Si,Alquiler,4,1,Casado,0
68,68019.30212095543,36740.19601797981,29,1,0.3823430688744908,0,Si,Propia,4,0,Soltero,0
61,26025.593911638807,75605.20460597854,10,0,0.6167707690197516,1,No,Alquiler,1,3,Casado,1
35,71822.95868333217,15324.454343852423,5,0,0.058617695978842144,1,Si,Hipoteca,6,3,Casado,0
23,86246.33799433373,11208.31022810503,3,1,0.4380155688749365,0,Si,Propia,3,3,Divorciado,0
35,15000.0,11071.61705430497,8,0,0.551411118786817,1,Si,Propia,3,1,Casado,0
36,56957.474478195785,54428.47186783904,8,0,0.48692442335754177,1,Si,Propia,3,2,Divorciado,0
39,42376.94469106682,15843.374435321299,2,1,0.813872256349715,0,Si,Hipoteca,5,3,Casado,0
54,67480.7645180035,12997.315945647631,22,4,0.07762793625639364,2,Si,Alquiler,1,1,Soltero,0
49,19583.51968682872,34619.34657390308,27,3,0.16327070006768518,1,Si,Alquiler,5,1,Soltero,0
73,90723.45564108939,36164.42623167961,4,4,0.43646407032353696,2,Si,Propia,1,6,Casado,0
58,15000.0,51420.409442256714,14,2,0.5863923663826436,2,Si,Propia,3,4,Divorciado,1
20,43892.976505586645,31838.520740144526,27,3,0.41147289096696027,0,Si,Propia,4,3,Soltero,0
45,60857.401899884004,34978.642119205346,8,1,0.6635990459227452,1,Si,Propia,3,3,Casado,0
27,32841.578826629375,27894.587688413994,1,1,0.2845511215562672,1,Si,Propia,6,2,Soltero,1
68,28914.96128857406,3913.861529471731,2,2,0.34542737670718676,0,Si,Alquiler,2,1,Casado,0
52,55555.8909157631,26007.906552726407,25,2,0.5525369426389579,4,Si,Alquiler,1,4,Casado,1
46,51943.997999777006,31256.671458386816,20,2,0.32925148236663576,1,Si,Propia,2,1,Soltero,0
71,50148.45423537874,21123.530406173362,11,4,0.587376759860256,2,Si,Alquiler,6,2,Soltero,0
32,71467.21278664065,0.0,15,4,0.5389518612535689,0,Si,Hipoteca,5,3,Casado,0
50,40138.182664299464,7300.1906447776055,4,4,0.31673308145596984,1,Si,Propia,3,2,Casado,0
24,57989.81624487511,29212.37404209703,9,0,0.45991150545791815,0,Si,Propia,5,2,Soltero,0
29,37334.92979310463,48655.0619181052,27,2,0.30439719631352385,2,Si,Propia,1,0,Casado,0
66,28766.762854264798,63645.68192246432,14,2,0.22154873995199398,1,Si,Hipoteca,2,1,Casado,1
47,42881.034287749535,26323.38839359756,13,3,0.32173678594082156,1,Si,Propia,2,3,Casado,0
38,37530.87032015921,15662.514585750514,13,2,0.3641128213799819,1,Si,Propia,5,5,Casado,0
48,38779.90497093047,22549.810029323904,22,3,0.4223434086955762,2,No,Propia,5,4,Soltero,0
41,79133.18544505404,9071.695276125767,12,4,0.37826510534468694,2,No,Propia,0,5,Casado,0
37,43647.41364911114,45754.91082622863,15,2,0.04899840645680986,1,No,Alquiler,1,2,Soltero,1
54,33427.333193003375,72752.23258758447,29,1,0.5981706385330058,2,Si,Hipoteca,1,3,Casado,1
21,50701.96935119977,16149.302312899945,7,1,0.05954697619982363,0,Si,Hipoteca,0,0,Soltero,0
45,52605.698478210186,6159.169116761357,7,1,0.4377670136211901,4,Si,Propia,3,1,Casado,0
61,20327.969260148217,50129.666599805685,29,2,0.25180507617390857,1,Si,Alquiler,2,2,Soltero,1
37,42539.84320190391,36361.0309635792,16,4,0.42920993871672675,2,Si,Alquiler,2,2,Casado,0
41,41532.89189753507,36698.58051790976,29,3,0.3551705187708133,1,No,Propia,1,2,Casado,0
67,45696.39315728816,61763.47856341908,16,3,0.4695449217231346,1,Si,Alquiler,1,2,Divorciado,0
66,68138.20932594963,2670.2735872926714,2,3,0.5040905832192136,1,No,Propia,3,1,Soltero,0
68,53416.796779072065,2111.6686948218885,0,5,0.607581190108471,2,Si,Propia,5,0,Casado,0
49,80698.43368463326,26765.713676387903,16,1,0.5546285718071975,2,Si,Propia,7,3,Casado,0
58,49708.49110277961,31268.07021720985,25,1,0.4082772451002253,0,Si,Propia,3,1,Soltero,0
53,94402.18200950162,22901.034665186835,23,3,0.5886406500011296,1,Si,Hipoteca,5,2,Casado,0
70,38480.62465670868,79215.0585741676,15,4,0.29823664311877784,1,Si,Propia,6,2,Soltero,0
51,30760.940470871894,23795.158836281465,16,2,0.7361812012526354,0,Si,Alquiler,3,0,Casado,0
53,63682.56686942434,18985.494354555714,24,1,0.28112336744447536,0,Si,Propia,3,6,Casado,0
19,84102.04843662544,32486.871697622602,1,6,0.3060451054374716,5,No,Propia,3,2,Casado,1
32,15529.917385369343,49417.73824026705,24,1,0.03660804561069919,2,No,Propia,2,0,Casado,1
51,45075.23379464212,15491.445136332091,13,3,0.2664507380983755,3,No,Propia,2,2,Casado,0
53,34730.45137285323,27060.266996700382,6,2,0.3465889343311763,0,No,Hipoteca,4,2,Casado,0
23,53571.275324801994,49985.69280469017,24,1,0.345537314665525,1,Si,Hipoteca,1,0,Casado,0
56,50250.448087485114,51096.128661892464,18,2,0.736580318846509,4,No,Alquiler,5,3,Divorciado,1
59,83634.53119069303,34352.56200245701,0,2,0.5169992201580645,2,Si,Hipoteca,2,2,Casado,1
68,47289.88017813042,78367.82440509001,16,2,0.5878017692064461,0,Si,Alquiler,2,2,Divorciado,0
68,84369.60247425572,69613.0209339124,26,0,0.40002406809559754,0,Si,Alquiler,3,5,Divorciado,0
71,42122.491599532856,1877.6763788052267,9,2,0.25978291901327133,1,Si,Alquiler,3,1,Soltero,0
